Time,IDirNorm,WindVel
445,7,1.404563989
446,3,1.701881312
447,0,2.097450834
448,0,1.900657781
449,0,1.697439248
450,0,1.498032042
451,0,1.198540779
452,0,0.800499844
453,0,0.5
454,0,0.500899191
455,0,0.503587132
456,0,0.498196748
457,0,0.50447993
458,0,0.5
459,0,0.49979996
460,0,0.298328678
461,0,0.200997512
462,0,0
463,0,0.3
464,0,0.699213844
465,0,0.99959992
466,1,1.00284595
467,92,1
468,280,1
469,116,1.698057714
470,35,2.401332963
471,0,3.1
472,34,2.6
473,50,2
474,0,1.5
475,0,2.2
476,0,2.9
477,0,3.6
478,0,3.399544087
479,0,3.296604314
480,0,3.097046981
481,0,3.100967591
482,0,3.100967591
483,0,3.097046981
484,0,3.097046981
485,0,3.097046981
486,0,3.097046981
487,0,2.404163056
488,0,1.701881312
489,24,0.99959992
490,144,1.39917833
491,207,1.701793172
492,202,2.097450834
493,67,2.298978034
494,49,2.396351393
495,14,2.6
496,22,2.202044505
497,0,1.899921051
498,0,1.498032042
499,0,1.697439248
500,0,1.900657781
501,0,2.097450834
502,0,1.902761152
503,0,1.701793172
504,0,1.49939988
505,0,1.99919984
506,0,2.597248544
507,0,3.097046981
508,0,2.404163056
509,0,1.701881312
510,0,0.99959992
511,0,1.199208072
512,0,1.3
513,2,1.5
514,127,2.002823008
515,251,2.598807419
516,271,3.094672842
517,138,2.904978485
518,96,2.801285419
519,58,2.597248544
520,93,3.296604314
521,119,3.897178467
522,0,4.6
523,0,6.001008249
524,0,7.296862339
525,0,8.696171571
526,0,7.295765895
527,0,5.997140986
528,0,4.596444278
529,0,4.596444278
530,0,4.596444278
531,0,4.596444278
532,0,4.596444278
533,0,4.596444278
534,0,4.596444278
535,0,4.393961766
536,0,4.299127819
537,59,4.096644969
538,117,3.894162298
539,80,3.799328888
540,18,3.59684584
541,82,4.096644969
542,201,4.596444278
543,409,5.096243715
544,284,4.102023891
545,89,3.102031592
546,0,2.097450834
547,0,3.499057016
548,0,4.805257537
549,0,6.203434533
550,0,5.001409801
551,0,3.8
552,0,2.597248544
553,0,1.695464538
554,0,0.895600357
555,0,0
556,0,1.701793172
557,0,3.4006617
558,0,5.096243715
559,0,4.397556139
560,0,3.795589546
561,62,3.1
562,399,3.604552677
563,589,4.101536298
564,768,4.596444278
565,813,3.894162298
566,800,3.29953027
567,720,2.597248544
568,455,2.90203377
569,231,3.302029679
570,0,3.59684584
571,0,3.402028806
572,0,3.302029679
573,0,3.097046981
574,0,3.29953027
575,0,3.394362974
576,0,3.59684584
577,0,3.29953027
578,0,2.90396281
579,0,2.597248544
580,0,3.097046981
581,0,3.59684584
582,0,4.096644969
583,0,4.096644969
584,0,4.096644969
585,66,4.096644969
586,403,4.299127819
587,592,4.393961766
588,770,4.596444278
589,819,5.102714964
590,808,5.696885114
591,732,6.203434533
592,509,5.303960784
593,243,4.501777427
594,0,3.6
595,0,4.30202278
596,0,4.998899879
597,0,5.703691787
598,0,5.30347999
599,0,4.998849868
600,0,4.596444278
601,0,4.101536298
602,0,3.604552677
603,0,3.1
604,0,2.597383299
605,0,2.003521899
606,0,1.49939988
607,0,1.296919427
608,0,1.202081528
609,71,0.99959992
610,413,1.904363411
611,603,2.701481075
612,779,3.59684584
613,827,3.799328888
614,818,3.894162298
615,744,4.096644969
616,518,3.604552677
617,250,3.098080051
618,0,2.597883754
619,0,2.404682931
620,0,2.296867432
621,0,2.1
622,0,2.6
623,0,3.1
624,0,3.6
625,0,2.401332963
626,0,1.200666482
627,0,0
628,0,0.5
629,0,1.00284595
630,0,1.49939988
631,0,3.102337828
632,0,4.600630392
633,0,6.2
634,5,5.7
635,0,5.1
636,0,4.6
637,0,5.497381195
638,0,6.299158674
639,0,7.203089615
640,0,6.998114032
641,0,6.906352149
642,0,6.700223877
643,0,5.79883609
644,0,4.999889999
645,0,4.096644969
646,0,4.802759623
647,0,5.497381195
648,0,6.203490953
649,0,5.498672567
650,0,4.802759623
651,0,4.1
652,0,3.604552677
653,0,3.102337828
654,0,2.597248544
655,0,3.102337828
656,0,3.604552677
657,0,4.1
658,0,3.396115428
659,0,2.795782538
660,0,2.1
661,22,3.504069063
662,240,4.800104166
663,583,6.203490953
664,375,5.70250822
665,120,5.104213945
666,0,4.6
667,0,4.600630392
668,0,4.603694169
669,0,4.596444278
670,0,5.594729663
671,0,6.700223877
672,0,7.702889068
673,0,7.396174687
674,0,7.000607117
675,0,6.703290237
676,0,5.501208958
677,0,4.299127819
678,0,3.097046981
679,0,3.102031592
680,0,3.102031592
681,80,3.097046981
682,301,2.405202694
683,326,1.697792685
684,287,1
685,155,1.701793172
686,68,2.403767876
687,17,3.097046981
688,6,2.796587206
689,0,2.396413988
690,0,2.1
691,0,2.4
692,0,2.8
693,0,3.1
694,0,4.802759623
695,0,6.49556772
696,0,8.202688584
697,0,6.49556772
698,0,4.802759623
699,0,3.1
700,0,4.098206925
701,0,5.200346142
702,0,6.203490953
703,0,6.001008249
704,0,5.896778782
705,89,5.703691787
706,397,5.697517003
707,623,5.696885114
708,791,5.700219294
709,838,5.999174943
710,831,6.399632802
711,777,6.703290237
712,546,5.99604036
713,282,5.296045695
714,0,4.596444278
715,0,4.602021295
716,0,4.602021295
717,0,4.596444278
718,0,5.098431131
719,0,5.698350639
720,0,6.2
721,0,4.299174339
722,0,2.403767876
723,0,0.49979996
724,0,0.298328678
725,0,0.200997512
726,0,0
727,0,0.5
728,0,1.00284595
729,93,1.49939988
730,110,3.604552677
731,29,5.597865665
732,0,7.702889068
733,5,7.896796819
734,5,8.004461256
735,11,8.202688584
736,50,8.895088532
737,70,9.602020621
738,0,10.29934464
739,0,8.098456643
740,0,5.8
741,0,3.59684584
742,0,3.896074948
743,0,4.299174339
744,0,4.596444278
745,0,2.796587206
746,0,2.396413988
747,0,2.1
748,0,1.701881312
749,0,1.404563989
750,0,0.99959992
751,0,1.4
752,0,1.701881312
753,98,2.101094953
754,405,2.299934782
755,630,2.397081559
756,799,2.597883754
757,873,2.903377344
758,832,3.301832824
759,764,3.59684584
760,403,3.302029679
761,141,2.90203377
762,0,2.597248544
763,0,2.097450834
764,0,1.49939988
765,0,0.99959992
766,0,1.498032042
767,0,2.101071155
768,0,2.597248544
769,0,4.00181209
770,0,5.298726262
771,0,6.703290237
772,0,6.703290237
773,0,6.703290237
774,0,6.703290237
775,0,6.700925309
776,0,6.701358071
777,0,6.700223877
778,0,6.498445968
779,0,6.399632802
780,0,6.203490953
781,1,6.996034591
782,2,7.904049595
783,4,8.705906041
784,47,8.696171571
785,50,8.695038815
786,0,8.695038815
787,0,8.198249813
788,0,7.7014609
789,0,7.204672095
790,0,7.403141225
791,0,7.502992736
792,0,7.7014609
793,0,7.999781247
794,0,8.396719598
795,0,8.695038815
796,0,8.901168463
797,0,9.099637355
798,0,9.298107334
799,0,8.10156775
800,0,6.904990949
801,0,5.703691787
802,7,5.703691787
803,222,5.703691787
804,639,5.703691787
805,870,5.703691787
806,830,5.703691787
807,777,5.703691787
808,407,5.898762582
809,148,5.999174943
810,0,6.203434533
811,0,5.500518157
812,0,4.805257537
813,0,4.102340795
814,0,3.903869875
815,0,3.797591342
816,0,3.599124894
817,0,4.294380048
818,0,4.999889999
819,0,5.703691787
820,0,4.498999889
821,0,3.301060436
822,0,2.1
823,0,1.901604586
824,0,1.699411663
825,113,1.498032042
826,419,2.404682931
827,639,3.202061836
828,803,4.096644969
829,877,3.805798208
830,869,3.400367627
831,788,3.094672842
832,641,3.300802933
833,317,3.396115428
834,4,3.59684584
835,0,3.394362974
836,0,3.29953027
837,0,3.097046981
838,0,2.90396281
839,0,2.79973213
840,0,2.597248544
841,0,2.203020654
842,0,1.902629759
843,0,1.49939988
844,0,1.49966663
845,0,1.49966663
846,0,1.49939988
847,0,1.7
848,0,1.894016895
849,40,2.097450834
850,257,2.299565176
851,446,2.397081559
852,660,2.597248544
853,557,2.79973213
854,390,2.90396281
855,290,3.097046981
856,299,2.898723857
857,302,2.79635477
858,4,2.597883754
859,0,2.895600111
860,0,3.299712109
861,0,3.6
862,0,3.301938824
863,0,2.898499612
864,0,2.597248544
865,0,2.396413988
866,0,2.295931184
867,0,2.097450834
868,0,2.397081559
869,0,2.801285419
870,0,3.094672842
871,0,2.399416596
872,0,1.69649639
873,5,1.00124922
874,14,1.899921051
875,7,2.696701689
876,0,3.59684584
877,1,3.803209171
878,4,3.896074948
879,4,4.1
880,33,3.9
881,12,3.8
882,0,3.6
883,0,3.795589546
884,0,3.895394717
885,0,4.096644969
886,0,5.798525675
887,0,7.598657776
888,0,9.300537619
889,0,7.203867017
890,0,5.194766597
891,0,3.1
892,0,2.9
893,0,2.8
894,0,2.6
895,0,2.4
896,0,2.3
897,0,2.1
898,0,2.401332963
899,0,2.795782538
900,0,3.1
901,42,3.100967591
902,293,3.102337828
903,600,3.097046981
904,626,2.597383299
905,344,2.003247364
906,12,1.49939988
907,0,1.199208072
908,0,0.8
909,0,0.5
910,0,1.2
911,0,1.9
912,0,2.6
913,0,2.2
914,0,1.9
915,0,1.5
916,0,1.5
917,0,1.5
918,0,1.5
919,0,1.295221989
920,0,1.198540779
921,0,1.00124922
922,8,1.202081528
923,218,1.300499904
924,626,1.498032042
925,853,1.702938637
926,846,1.895890292
927,769,2.1
928,285,2.403767876
929,67,2.799571396
930,0,3.094672842
931,0,3.094672842
932,0,3.094672842
933,0,3.094672842
934,0,3.400367627
935,0,3.805798208
936,0,4.096644969
937,0,4.299127819
938,0,4.393961766
939,0,4.596444278
940,0,4.096644969
941,0,3.59684584
942,0,3.097046981
943,0,3.394362974
944,0,3.799328888
945,0,4.096644969
946,75,4.603694169
947,263,5.194766597
948,613,5.7
949,824,4.498910979
950,817,3.300560558
951,752,2.101094953
952,239,1.699411663
953,38,1.402283851
954,0,0.99959992
955,0,1.49939988
956,0,2.097450834
957,0,2.597248544
958,0,2.90396281
959,0,3.29953027
960,0,3.59684584
961,0,3.59684584
962,0,3.59684584
963,0,3.59684584
964,0,4.501610823
965,0,5.298726262
966,0,6.203490953
967,0,6.500807642
968,0,6.89637586
969,0,7.203089615
970,0,6.703290237
971,0,6.203490953
972,0,5.703691787
973,0,5.200346142
974,0,4.600630392
975,0,4.1
976,0,4.3
977,0,4.4
978,0,4.6
979,0,4.6
980,0,4.6
981,0,4.6
982,0,3.896074948
983,0,3.298742185
984,0,2.597248544
985,0,2.90396281
986,0,3.29953027
987,0,3.59684584
988,0,2.9
989,0,2.205379786
990,0,1.49939988
991,0,2.800446393
992,0,4.099609738
993,0,5.501754266
994,0,5.80104301
995,0,6.097032065
996,0,6.396037836
997,0,6.301785461
998,0,6.299714279
999,0,6.2
1000,0,5.296413881
1001,0,4.501777427
1002,0,3.59684584
1003,0,4.299127819
1004,0,5.001409801
1005,0,5.703691787
1006,0,5.703691787
1007,0,5.703691787
1008,0,5.703691787
1009,0,5.201096038
1010,0,4.598532375
1011,0,4.102340795
1012,0,4.102121402
1013,0,4.096486299
1014,0,4.096644969
1015,0,5.001409801
1016,0,5.798525675
1017,0,6.703290237
1018,7,6.399632802
1019,62,5.999174943
1020,27,5.700219294
1021,113,4.698978612
1022,352,3.601999445
1023,662,2.597248544
1024,672,3.1
1025,386,3.59684584
1026,48,4.102340795
1027,0,3.200952983
1028,0,2.399416596
1029,0,1.498032042
1030,0,1.902629759
1031,0,2.204109798
1032,0,2.597248544
1033,0,2.401270497
1034,0,2.199931817
1035,0,2.101071155
1036,0,1.902761152
1037,0,1.702938637
1038,0,1.5
1039,0,1.802775638
1040,0,2.205379786
1041,5,2.599249892
1042,24,2.898499612
1043,1,3.204886893
1044,0,3.59684584
1045,0,3.100967591
1046,0,2.597383299
1047,0,2.097450834
1048,0,1.599312352
1049,0,1.003194896
1050,0,0.49979996
1051,0,2.000849819
1052,0,3.599124894
1053,0,5.096243715
1054,0,5.798637771
1055,0,6.50175361
1056,0,7.203089615
1057,0,7.400141891
1058,0,7.50062664
1059,0,7.702889068
1060,0,7.396174687
1061,0,7.000607117
1062,0,6.703290237
1063,0,6.501115289
1064,0,6.401195201
1065,64,6.2
1066,108,6.201935182
1067,97,6.197241322
1068,34,6.203490953
1069,11,6.502499519
1070,1,6.895048948
1071,0,7.204672095
1072,0,6.906352149
1073,0,6.500723037
1074,0,6.203490953
1075,0,5.99604036
1076,0,5.896041045
1077,0,5.703691787
1078,0,5.70250822
1079,0,5.698350639
1080,0,5.7
1081,0,5
1082,0,4.3
1083,0,3.6
1084,0,4.3
1085,0,5
1086,0,5.7
1087,0,5.2
1088,0,4.6
1089,173,4.1
1090,504,3.2
1091,690,2.4
1092,796,1.5
1093,909,2.496898076
1094,902,3.597068251
1095,832,4.596444278
1096,718,4.402022263
1097,427,4.30202278
1098,73,4.096644969
1099,0,3.902025115
1100,0,3.802025776
1101,0,3.59684584
1102,0,4.498977662
1103,0,5.300283011
1104,0,6.203434533
1105,0,5.303960784
1106,0,4.501777427
1107,0,3.6
1108,0,3.6
1109,0,3.6
1110,0,3.6
1111,0,3.3
1112,0,2.9
1113,0,2.6
1114,43,3.4
1115,141,4.3
1116,311,5.1
1117,97,4.902019992
1118,7,4.798603964
1119,5,4.599130353
1120,0,4.29773196
1121,0,3.895394717
1122,0,3.6
1123,0,3.3
1124,0,2.9
1125,0,2.6
1126,0,3.1
1127,0,3.6
1128,0,4.1
1129,0,4.1
1130,0,4.1
1131,0,4.1
1132,0,3.6
1133,0,3.1
1134,0,2.6
1135,0,2.8
1136,0,2.9
1137,0,3.1
1138,0,2.9
1139,0,2.8
1140,0,2.6
1141,1,2.6
1142,2,2.6
1143,6,2.6
1144,0,2.597383299
1145,0,2.600173071
1146,0,2.597248544
1147,0,3.59684584
1148,0,4.704093962
1149,0,5.703691787
1150,0,5.70250822
1151,0,5.698350639
1152,0,5.7
1153,0,5
1154,0,4.3
1155,0,3.6
1156,0,4.299174339
1157,0,5.003938449
1158,0,5.703691787
1159,0,5.498672567
1160,0,5.296413881
1161,74,5.1
1162,151,4.902019992
1163,377,4.798603964
1164,752,4.599130353
1165,883,4.997299271
1166,879,5.300056603
1167,840,5.703691787
1168,707,6.200556427
1169,432,6.700223877
1170,91,7.204672095
1171,0,6.998542705
1172,0,6.906352149
1173,0,6.700223877
1174,0,5.805049526
1175,0,4.999849998
1176,0,4.096644969
1177,0,4.295637322
1178,0,4.399659078
1179,0,4.6
1180,0,3.795589546
1181,0,2.898499612
1182,0,2.097450834
1183,0,1.902761152
1184,0,1.701793172
1185,0,1.49939988
1186,0,1.901604586
1187,3,2.205379786
1188,3,2.6
1189,5,2.898499612
1190,1,3.300439365
1191,0,3.599124894
1192,0,3.796972478
1193,0,3.90417725
1194,0,4.096644969
1195,0,3.402028806
1196,0,2.802034975
1197,0,2.097450834
1198,0,1.904363411
1199,0,1.701881312
1200,0,1.49939988
1201,0,1.998224212
1202,0,2.597883754
1203,0,3.094672842
1204,0,2.801285419
1205,0,2.397081559
1206,0,2.097450834
1207,0,2.403767876
1208,0,2.799517816
1209,200,3.1
1210,525,2.9
1211,696,2.796587206
1212,797,2.597248544
1213,914,2.602037663
1214,912,2.602037663
1215,876,2.597248544
1216,487,2.90396281
1217,268,3.29953027
1218,33,3.59684584
1219,0,2.90396281
1220,0,2.201681176
1221,0,1.49939988
1222,0,1.701881312
1223,0,1.904363411
1224,0,2.097450834
1225,0,2.405202694
1226,0,2.799464234
1227,0,3.1
1228,0,2.396413988
1229,0,1.695464538
1230,0,0.99959992
1231,0,0.802309167
1232,0,0.702922471
1233,0,0.49979996
1234,0,1.395886815
1235,37,2.194014585
1236,78,3.097127702
1237,241,4.002024488
1238,442,4.79654042
1239,762,5.703691787
1240,484,4.704093962
1241,269,3.59684584
1242,36,2.597248544
1243,0,2.898499612
1244,0,3.301938824
1245,0,3.6
1246,0,2.700981303
1247,0,1.895890292
1248,0,0.99959992
1249,0,0.699213844
1250,0,0.3
1251,0,0
1252,0,0.5
1253,0,1.00284595
1254,0,1.49939988
1255,0,2.201681176
1256,0,2.90396281
1257,205,3.59684584
1258,522,4.101536298
1259,686,4.600630392
1260,784,5.1
1261,898,4.603314024
1262,899,4.102121402
1263,867,3.599124894
1264,733,3.399426422
1265,455,3.301832824
1266,90,3.097046981
1267,0,3.402425605
1268,0,3.795589546
1269,0,4.096644969
1270,0,4.096644969
1271,0,4.096644969
1272,0,4.096644969
1273,0,4.596444278
1274,0,5.203892774
1275,0,5.703691787
1276,0,5.498672567
1277,0,5.296413881
1278,0,5.1
1279,0,5.5
1280,0,5.8
1281,0,6.2
1282,0,6.199007985
1283,2,6.196983137
1284,11,6.203490953
1285,136,5.997140986
1286,310,5.899364373
1287,746,5.700219294
1288,468,5.195767508
1289,264,4.599130353
1290,69,4.102340795
1291,0,2.903377344
1292,0,1.701881312
1293,0,0.496789694
1294,0,0.500899191
1295,0,0.499299509
1296,0,0.49979996
1297,0,0.7
1298,0,0.8
1299,0,0.99959992
1300,0,2.403767876
1301,0,3.69510487
1302,0,5.1
1303,0,6.000966589
1304,0,6.803624034
1305,0,7.702889068
1306,16,7.704050882
1307,227,7.704050882
1308,669,7.702889068
1309,612,10.10272241
1310,448,12.500292
1311,318,14.89847308
1312,281,15.10460195
1313,237,15.19679242
1314,39,15.4029218
1315,0,15.19679242
1316,0,15.10460195
1317,0,14.89847308
1318,0,14.59372468
1319,0,14.20321442
1320,0,13.89846754
1321,0,12.20197115
1322,0,10.39919708
1323,0,8.695038815
1324,0,8.798073653
1325,0,8.903128664
1326,0,8.996338144
1327,0,9.096334427
1328,0,9.200657585
1329,237,9.300537619
1330,571,8.796709612
1331,724,8.201377933
1332,819,7.7014609
1333,931,7.7014609
1334,927,7.7014609
1335,897,7.7014609
1336,771,7.999781247
1337,503,8.396005002
1338,171,8.705906041
1339,0,9.098054737
1340,0,9.395371201
1341,0,9.800336729
1342,0,8.601889327
1343,0,7.403141225
1344,0,6.203434533
1345,0,6.395474963
1346,0,6.50175361
1347,0,6.700223877
1348,0,7.403141225
1349,0,8.001556099
1350,0,8.705906041
1351,0,8.504046096
1352,0,8.404046644
1353,246,8.202688584
1354,583,7.90228448
1355,821,7.502486255
1356,827,7.204672095
1357,625,7.7014609
1358,455,8.198780397
1359,322,8.705906041
1360,266,8.50342284
1361,103,8.395772746
1362,20,8.202688584
1363,0,8.003624179
1364,0,7.895973658
1365,0,7.702889068
1366,0,7.000607117
1367,0,6.39657721
1368,0,5.703691787
1369,0,7.101056259
1370,0,8.396719598
1371,0,9.802555789
1372,0,10.29934464
1373,0,10.79613357
1374,0,11.30058406
1375,0,10.79613357
1376,0,10.29934464
1377,222,9.802555789
1378,271,9.199489116
1379,303,8.695038815
1380,366,8.198249813
1381,373,7.7014609
1382,368,7.204672095
1383,358,6.700223877
1384,287,7.403141225
1385,230,7.999781247
1386,48,8.695038815
1387,0,8.496569896
1388,0,8.396719598
1389,0,8.198249813
1390,0,7.502992736
1391,0,6.906352149
1392,0,6.203434533
1393,0,4.500511082
1394,0,2.701499584
1395,0,0.99959992
1396,0,1.698057714
1397,0,2.397081559
1398,0,3.094672842
1399,0,3.300802933
1400,0,3.399426422
1401,0,3.599124894
1402,0,5.299075391
1403,2,7.003213548
1404,10,8.705906041
1405,41,8.397380544
1406,80,8.004211392
1407,117,7.702889068
1408,215,8.003624179
1409,188,8.395772746
1410,47,8.705906041
1411,0,8.003624179
1412,0,7.396174687
1413,0,6.703290237
1414,0,8.098456643
1415,0,9.395371201
1416,0,10.79993518
1417,0,7.401222872
1418,0,6.998542705
1419,0,6.700223877
1420,0,6.203434533
1421,0,5.600366059
1422,0,5.103577177
1423,0,5.500518157
1424,0,5.79883609
1425,149,6.203434533
1426,197,6.203434533
1427,283,6.203434533
1428,318,6.203434533
1429,340,6.700223877
1430,339,7.204672095
1431,323,7.7014609
1432,248,7.49979333
1433,109,7.400277022
1434,24,7.2
1435,0,6.701708737
1436,0,6.198386887
1437,0,5.700219294
1438,0,5.898686294
1439,0,6.004964613
1440,0,6.203434533
1441,0,5.700219294
1442,0,5.102832547
1443,0,4.596444278
1444,0,4.099390199
1445,0,3.599124894
1446,0,3.094672842
1447,0,2.597883754
1448,0,2.00124961
1449,189,1.498032042
1450,475,2.000849819
1451,665,2.598557292
1452,768,3.097046981
1453,882,3.803209171
1454,876,4.399659078
1455,831,5.1
1456,683,5.597865665
1457,373,6.197241322
1458,85,6.703290237
1459,0,6.696036141
1460,0,6.696036141
1461,0,6.703290237
1462,0,5.703691787
1463,0,4.596444278
1464,0,3.59684584
1465,0,3.599124894
1466,0,3.605468069
1467,0,3.59684584
1468,0,3.894162298
1469,0,4.299127819
1470,0,4.596444278
1471,0,4.800104166
1472,0,4.903243824
1473,0,5.1
1474,0,4.9
1475,5,4.8
1476,3,4.6
1477,12,5.1
1478,12,5.7
1479,27,6.2
1480,96,5.79883609
1481,186,5.498672567
1482,90,5.096243715
1483,0,4.902019992
1484,0,4.802759623
1485,0,4.6
1486,0,4.600630392
1487,0,4.603694169
1488,0,4.596444278
1489,0,3.795589546
1490,0,2.9
1491,0,2.097450834
1492,0,2.598326384
1493,0,3.098080051
1494,0,3.599124894
1495,0,3.295481755
1496,0,2.900379286
1497,0,2.6
1498,13,3.402028806
1499,262,4.299686035
1500,620,5.096243715
1501,556,4.800104166
1502,411,4.399659078
1503,288,4.1
1504,250,3.402425605
1505,113,2.796587206
1506,31,2.097450834
1507,0,2.597383299
1508,0,3.100967591
1509,0,3.59684584
1510,0,4.096644969
1511,0,4.596444278
1512,0,5.096243715
1513,0,5.59946426
1514,0,6.203490953
1515,0,6.703290237
1516,0,6.500807642
1517,0,6.39657721
1518,0,6.203490953
1519,0,7.203089615
1520,0,8.300939706
1521,197,9.300537619
1522,115,7.701597237
1523,73,6.201935182
1524,4,4.596444278
1525,1,5.096243715
1526,1,5.703691787
1527,0,6.203490953
1528,0,5.501208958
1529,0,4.798926963
1530,0,4.096644969
1531,0,3.894162298
1532,0,3.799328888
1533,0,3.59684584
1534,0,3.102337828
1535,0,2.597383299
1536,0,2.1
1537,0,2.4
1538,0,2.8
1539,0,3.1
1540,0,2.600173071
1541,0,2.003521899
1542,0,1.498032042
1543,0,1.899921051
1544,0,2.204767561
1545,0,2.597248544
1546,0,2.200954338
1547,0,1.898894415
1548,0,1.49939988
1549,0,1.903181547
1550,0,2.204767561
1551,0,2.597883754
1552,0,3.399426422
1553,0,4.296614947
1554,0,5.096243715
1555,0,4.897182864
1556,0,4.798926963
1557,0,4.596444278
1558,0,4.798926963
1559,0,4.897182864
1560,0,5.096243715
1561,0,4.897182864
1562,0,4.798926963
1563,0,4.596444278
1564,0,4.393961766
1565,0,4.299127819
1566,0,4.096644969
1567,0,4.299127819
1568,0,4.393961766
1569,0,4.596444278
1570,0,3.798644495
1571,1,2.89794755
1572,1,2.1
1573,3,1.895890292
1574,2,1.702938637
1575,0,1.498032042
1576,15,2.505693517
1577,53,3.601999445
1578,33,4.596444278
1579,0,3.597068251
1580,0,2.496898076
1581,0,1.5
1582,0,1.894755921
1583,0,2.200022727
1584,0,2.597248544
1585,0,2.796587206
1586,0,2.9
1587,0,3.1
1588,0,2.402040799
1589,0,1.702057578
1590,0,0.99959992
1591,0,1.00284595
1592,0,1
1593,309,1
1594,513,1.902761152
1595,634,2.702091782
1596,764,3.59684584
1597,873,3.602027207
1598,870,3.602027207
1599,834,3.59684584
1600,700,3.59684584
1601,400,3.59684584
1602,112,3.59684584
1603,0,3.59684584
1604,0,3.59684584
1605,0,3.59684584
1606,0,2.696701689
1607,0,1.899921051
1608,0,1.00124922
1609,0,1.199708298
1610,0,1.303610371
1611,0,1.49939988
1612,0,1.901604586
1613,0,2.205379786
1614,0,2.6
1615,0,2.799517816
1616,0,2.898499612
1617,0,3.097046981
1618,0,2.904978485
1619,1,2.799571396
1620,1,2.597883754
1621,8,3.796972478
1622,14,4.999849998
1623,22,6.203490953
1624,18,5.303960784
1625,31,4.498722041
1626,0,3.599124894
1627,0,3.599124894
1628,0,3.601999445
1629,0,3.59684584
1630,0,3.59684584
1631,0,3.59684584
1632,0,3.59684584
1633,0,3.298742185
1634,0,2.9
1635,0,2.6
1636,0,2.2
1637,0,1.9
1638,0,1.5
1639,0,1.9
1640,0,2.2
1641,0,2.6
1642,0,3.299712109
1643,4,3.899641009
1644,10,4.599130353
1645,3,4.599130353
1646,5,4.596781483
1647,3,4.596444278
1648,4,4.802020408
1649,6,4.902019992
1650,0,5.096243715
1651,0,4.798926963
1652,0,4.393961766
1653,0,4.096644969
1654,0,3.395555919
1655,0,2.799464234
1656,0,2.1
1657,0,1.603277892
1658,0,0.997296345
1659,0,0.496789694
1660,0,0.499299509
1661,0,0.500899191
1662,0,0.49979996
1663,0,0.799312204
1664,0,1.200166655
1665,0,1.5
1666,0,1.49966663
1667,3,1.502697574
1668,8,1.498032042
1669,73,1.902629759
1670,127,2.200954338
1671,283,2.597883754
1672,231,3.300802933
1673,88,3.903869875
1674,13,4.599130353
1675,0,3.099193443
1676,0,1.501366045
1677,0,0
1678,0,0.9
1679,0,1.7
1680,0,2.6
1681,0,2.597383299
1682,0,2.600173071
1683,0,2.597248544
1684,0,2.2
1685,0,1.904363411
1686,0,1.498032042
1687,0,1.900657781
1688,8,2.199931817
1689,343,2.6
1690,375,2.796587206
1691,404,2.89794755
1692,315,3.094672842
1693,415,3.796972478
1694,565,4.396111919
1695,685,5.096243715
1696,724,5.596043245
1697,426,6.196039057
1698,133,6.703290237
1699,0,5.797447714
1700,0,4.997299271
1701,0,4.102340795
1702,0,2.696701689
1703,0,1.397139936
1704,0,0
1705,0,0.497393205
1706,0,1.003444069
1707,0,1.5
1708,0,2.2
1709,0,2.9
1710,0,3.6
1711,0,2.7
1712,27,1.9
1713,349,1
1714,544,1.902761152
1715,652,2.702091782
1716,780,3.59684584
1717,886,3.600736036
1718,880,3.605689948
1719,845,3.6
1720,722,3.6
1721,429,3.6
1722,138,3.6
1723,0,2.89794755
1724,0,2.200022727
1725,0,1.49939988
1726,0,1.894755921
1727,0,2.199386278
1728,0,2.597248544
1729,0,2.101094953
1730,0,1.502664301
1731,0,0.99959992
1732,0,1.00284595
1733,0,1
1734,0,1
1735,0,1.398427689
1736,0,1.697439248
1737,0,2.101094953
1738,0,1.902629759
1739,0,1.69649639
1740,0,1.498032042
1741,1,1.305986217
1742,1,1.200666482
1743,0,0.99959992
1744,0,1.198206994
1745,0,1.298691649
1746,0,1.49939988
1747,0,1.303610371
1748,0,1.2
1749,0,1
1750,0,3.196826551
1751,0,5.496271463
1752,0,7.7014609
1753,0,6.700925309
1754,0,5.596579312
1755,0,4.6
1756,0,4.998899879
1757,0,5.300283011
1758,0,5.700219294
1759,0,5.500518157
1760,0,5.300056603
1761,367,5.096243715
1762,556,5.102832547
1763,656,5.103577177
1764,780,5.103577177
1765,368,4.897182864
1766,109,4.8
1767,8,4.596444278
1768,60,4.396191534
1769,141,4.294380048
1770,50,4.096644969
1771,0,4.805257537
1772,0,5.504361907
1773,0,6.203490953
1774,0,6.39657721
1775,0,6.500807642
1776,0,6.703290237
1777,0,5.703691787
1778,0,4.596444278
1779,0,3.59684584
1780,0,3.597068251
1781,0,3.604552677
1782,0,3.6
1783,0,3.6
1784,0,3.6
1785,0,3.6
1786,3,3.6
1787,5,3.6
1788,1,3.6
1789,4,3.301060436
1790,3,2.900379286
1791,3,2.597248544
1792,11,2.4
1793,43,2.299934782
1794,25,2.101094953
1795,0,2.404682931
1796,0,2.799571396
1797,0,3.097046981
1798,0,2.803158932
1799,0,2.399416596
1800,0,2.097450834
1801,0,1.902629759
1802,0,1.696732153
1803,0,1.49939988
1804,0,2.203837562
1805,0,2.89794755
1806,0,3.599124894
1807,0,3.797591342
1808,55,3.902166065
1809,400,4.096644969
