datetime,timestamp,zone_name,total_consumption_avg,power_production_biomass_avg,power_production_coal_avg,power_production_gas_avg,power_production_hydro_avg,power_production_nuclear_avg,power_production_oil_avg,power_production_solar_avg,power_production_wind_avg,power_production_geothermal_avg,power_production_unknown_avg
2019-03-12 03:00:00,1552359600,KR,56906.9138159692,710.2130869725252,24024.843610230302,15183.13470353988,573.2443268949635,14882.091463397788,382.9430730026352,0.0,70.86900039410101,0.0,1079.574551536999
2019-03-12 04:00:00,1552363200,KR,58673.47855592604,710.2130869725252,25091.85908505665,15857.463325523142,598.7038294655808,14882.091463397788,382.9430730026352,0.0,70.63014097072168,0.0,1079.574551536999
2019-03-12 05:00:00,1552366800,KR,62806.157185002725,710.2130869725252,27604.41514840873,17445.33951647683,658.6546259281562,14882.091463397788,382.9430730026352,0.0,42.92571927905441,0.0,1079.574551536999
2019-03-12 06:00:00,1552370400,KR,69550.07755995505,710.2130869725252,31686.34143696875,20025.020687127046,756.0513509883787,14882.091463397788,382.9430730026352,0.0,27.84190996093214,0.0,1079.574551536999
2019-03-12 07:00:00,1552374000,KR,73773.0,710.2130869725252,34245.29639630219,21642.219886347084,817.1092474315833,14882.091463397788,382.9430730026352,0.0,13.552295009183467,0.0,1079.574551536999
2019-03-12 08:00:00,1552377600,KR,73111.63291586407,710.2130869725252,33837.348920152705,21384.40670001237,807.3754243870816,14882.091463397788,382.9430730026352,0.0,27.67969640196802,0.0,1079.574551536999
2019-03-12 09:00:00,1552381200,KR,70792.00460017602,710.2130869725252,32395.853489405534,20473.4155753812,772.980649905846,14882.091463397788,382.9430730026352,52.010982267535276,42.92172830594955,0.0,1079.574551536999
2019-03-12 10:00:00,1552384800,KR,68817.63139735338,710.2130869725252,29871.2895066178,18877.950662467087,712.7433387085243,14882.091463397788,382.9430730026352,2229.970864720575,70.8548499294384,0.0,1079.574551536999
2019-03-12 11:00:00,1552388400,KR,66776.28486809743,710.2130869725252,28502.369412297154,18012.82543927511,680.080246670428,14882.091463397788,382.9430730026352,2438.014793790716,88.17280115406203,0.0,1079.574551536999
2019-03-12 12:00:00,1552392000,KR,65291.22853063459,710.2130869725252,27485.64179149848,17370.277555349556,655.8206364904029,14882.091463397788,382.9430730026352,2626.5546045105316,98.11176787566502,0.0,1079.574551536999
2019-03-12 13:00:00,1552395600,KR,64024.05259023311,710.2130869725252,27056.902948833984,17099.324715596504,645.5907214381242,14882.091463397788,382.9430730026352,2047.9324267842014,119.47960267034377,0.0,1079.574551536999
